day_number,name,hagiography,url,weight
93,Светата маченичка Фотина,"Таа е жената Самарјанка која ја имаше ретката среќа да позборува со Самиот Господ Христос, на Јакововиот извор кај Сихем (Јован 4). Откако поверува во Исус Христос, таа тргна да го проповеда Евангелието заедно со своите двајца синови Виктор и Јосија и со петте сестри, коишто се викаа: Анатолија, Фота, Фотида, Параскева и Киријакија. Тие дојдоа во Картагена во Африка. Но во времето на царот Нерон ги осудија и ги доведоа во Рим, па ги фрлија во затвор. По Божја Промисла Домнина, ќерката на Нерон, дојде во допир со Света Фотина и ја прими Христовата вера. После затворот сите пострадаа за Христа. Фотина ја фрлија во бунар и таму го заврши земниот живот влегувајќи во бесмртното царство на Господ Христос.",http://mpc.org.mk/Kalendar/prolog.asp?id=1239,1
94,"Свети Јаков, епископ и Исповедник","Не се знае ни местото на неговото раѓање ни местото на неговото епископство. Се знае само дека ги исполнил Христовите заповеди, подвизувајќи се многу во пост и во молитва и дека во времето на Копроним претрпел големи беди од иконоборците: глад, затвор и секакво подбивање. Најпосле Му ја предал својата света душа на Бога, Кому верно Му послужил во овој живот. Живеел и страдал во 7 век.",http://mpc.org.mk/Kalendar/prolog.asp?id=1240,1
94,"Свети Тома, патријарх Цариградски","Живееше во времето на царевите Маврикиј и Фока, кога патријархуваа Св. Јован Постник и Киријак. Св. Јован ја забележа неговата ревност и неговото големо благочестие и го возведе во чин на сакелариј (намесник) на Патријаршијата, а по смртта на Киријак го избраа за патријарх. Во негово време се случи еден необичен настан. Кога еднаш одеа во литија со крстови, крстовите почнаа сами од себе да се колебаат и да се удираат еден од друг. На ова се зачуди сиот народ. Кога патријархот дозна и се увери во вистинитоста на овој настан, го викна Теодор Сикеот, прочуен испосник и проѕорливец, и го замоли да му објасни што се претскажало со таа случка. Теодор му се помоли на Бога и му откри на патријархот дека тоа ги означува големите неволји што ќе ја снајдат Црквата, а коишто ќе дојдат и на целото грчко царство заради внатрешните политички и верски раздори. Ова наскоро сосем се исполни. Тома го молеше Теодор тој да се помоли на Бога за него за Бог да го земе кај себе пред да настапат оние беди. „Заповедаш да дојдам кај тебе или да се видиме таму пред Бога?“, му одговори во писмо Теодор и со ова му кажа дека наскоро обајцата ќе умрат. Истиот тој ден патријархот се разболе и умре, а набрзо по него и Св. Теодор. Свети Тома се упокои и се пресели кај Господ во 610 година.",http://mpc.org.mk/Kalendar/prolog.asp?id=1242,1
94,Светиот свештеномаченик Василиј,"Презвитер анкирски. Под царот Констанциј трпеше многу од аријанците. Во тоа време се прочу како голем ревнител на Православието и вистински пастир на словесното стадо во Анкира. Потоа кога на престолот стапи Јулијан Отстапник и почна гонењето на христијаните, Василиј јавно го изобличуваше тоа ново нечестие и ги утврдуваше своите луѓе во верата. За ова беше фрлен во затвор. Кога дојде царот Јулијан во Анкира, го изведоа пред него Василиј и царот почна да го наговара да ја остави Христовата вера, ветувајќи му почести и богатство. Василиј му одговори: „Јас верувам во мојот Христос од Кого ти се одрече и Којшто ти го даде ова земно царство, но наскоро и ќе ти го одземе. Зарем не се срамиш од олтарот под којшто се спаси од смрт кога имаше осум години, кога те бараа за да те убијат?… Затоа наскоро ќе ти биде одземено ова земно царство; ни телото нема да ти биде погребано кога ќе си ја испуштиш душата во тешки маки.“ Царот се разлути и нареди од телото на Василиј секој ден да дерат по седум ремени кожа. Вака правеа мачителите неколку дена. Кога Василиј повторно излезе пред царот, самиот си симна еден ремен од сопствената кожа и му ја фрли в лице на Јулијан извикувајќи: „Земи и јади, Јулијане, ако ова јадење ти е слатко, а мене живот ми е Христос!“ Овој настан се разгласи по целиот град и царот од срам тајно се повлече од Анкира во Антиохија. А Василиј продолжија да го мачат со усвитено железо дури не Му ја предаде својата душа на Господ, за Кого многу пострада во 363 година.",http://mpc.org.mk/Kalendar/prolog.asp?id=1244,1
94,Света Дросида,"Ќерка на царот Трајан. Заедно со пет други жени ја фатија како ги собира телата на постраданите Христови маченици и за ова царот жестоко ја искара. Оние пет жени беа тешко мачени и најпосле фрлени во растопен бакар, каде што Му ги предадоа своите души на Господ. А Дросида остана под строга царска стража. Но таа побегна од дворецот и самата себеси се крсти во една река. По осум дена Му ја предаде својата душа на Бога.",http://mpc.org.mk/Kalendar/prolog.asp?id=1245,1
94,Преподобниот маченик Ефтимиј,"Роден во селото Димитцани на Пелопонез. Како момче живееше христијански, но подоцна отиде во Романија и таму се предаде на голем разврат. Сред тој разврат злиот дух го наведе да се потурчи. Но штом направи така веднаш почна горчливо да се кае. Повторно се врати во Христовата вера и се замонаши на Света Гора. По неколку години поминати во тежок пост и молитва реши да умре за Христа. Со благослов на неговиот духовник замина за Цариград, каде што некако успеа да излезе пред великиот везир. Пред везирот почна да се крсти, да Го фали Христа и да го навредува Мухамед. После долги и тешки маки го осудија на смрт и го убија на 22 март 1814 година на Цветници. Од неговите мошти се случија многу чудесни исцеленија на болни. Неговата чесна глава се наоѓа во рускиот манастир на Св. Пантелејмон на Света Гора.",http://mpc.org.mk/Kalendar/prolog.asp?id=1246,0
95,"Преподобен Кирил, епископ Катански во Сицилија","Родум од Антиохија и ученик на апостолот Петар. Добро управуваше со Христовото стадо. Имаше и дар на чудотворство преку молитвата. Така еднаш претвори горчлива вода во питка, бидејќи беше суша и наоколу немаше друга за пиење. Мирно се упокои.",http://mpc.org.mk/Kalendar/prolog.asp?id=1241,0
95,Преподобен Серапион,"Другар на Св. Антониј Велики. Во Нитриската пустина беше настојател на т.н. Антиохиски манастири, во кои имаше околу единаесет илјади монаси. Паладиј и Созомен го нарекуваат Велик. Се упокои околу 366 година. Пишуваше Свети Серапион: „Не мисли дека болеста е тешка, тежок е само гревот. Болеста нѐ следи само до гробот, а гревот останува со грешникот и потоа“.",http://mpc.org.mk/Kalendar/prolog.asp?id=1243,0
96,Светиот свештеномаченик Никон,"Роден е во Неапол од татко незнабожец и мајка христијанка. Беше римски офицер во Неапол. Не беше крстен, иако мајка му тајно од таткото го поучуваше на Христовата вера. Еднаш кога тргна со својата чета во бој, мајка му го посоветува ако западне во неволја да се прекрсти и да Го повика Христа на помош. И навистина, кога во битката Никоновата чета беше опколена и сосем близу до конечна погибел, Никон се прекрсти и во срцето повика кон Господ Исус. Во тој миг се исполни со необична сила, јурна на своите непријатели и едните ги уби, а другите ги натера во бегство. Враќајќи се дома непрестајно во чудо возвикнуваше: „Голем е христијанскиот Бог!“ Откако ја израдува мајка си со веста за победата со помош на крстот Христов, тајно отплови во Азија и таму епископот кизички Теодосиј го крсти. По Крштението се затвори во еден манастир, каде што се предаде на учење и подвиг. Но пред смртта епископот Теодосиј имаше видение во кое му беше заповедано за свој наследник да го ракоположи Никон. Старецот Теодосиј веднаш го повика Никон и го ракоположи за ѓакон, потоа за презвитер и накрајот за епископ. По Божја Промисла Никон наскоро дојде во Неапол, каде што ја затекна мајка си сѐ уште жива. По нејзината смрт заедно со деветмина ученици, свои некогашни војнички другари, замина за Сицилија и таму го проповедаше Евангелието. А во тоа време имаше страшно гонење на христијаните. Кнезот Квинтијан го фати Никон со другарите и ги удри на големи маки. Сто и деведесет негови другари и ученици беа убиени. А мачителот го врзуваше Никон за опашките на коњите, го фрлаше во бездна од високи карпи, го тепаше, го стружеше, но Никон ги преживеа сите тие маки. Најпосле го убија со меч и се пресели со душата кај Господ. Неговото тело го оставија во полето за да го изедат птиците. Но едно демонизирано овчарче се сопна и падна врз мртвото тело на Христовиот маченик и веднаш се исцели. Разгласи за телото на Свети Никон, па дојдоа христијаните и го погребаа. Пострада за Христа во времето на царот Декиј.",http://mpc.org.mk/Kalendar/prolog.asp?id=1247,3
96,Преподобен Никон Печерски,"Другар на Свети Антониј Печерски и духовен отец на Преподобниот Теодосиј. Затоа што ги потстрижа во монаштво бојаринот Варлам и евнухот Ефрем беше загрозен од кнезот Изјаслав, но кнегињата го обрати гневот на овој кнез во страв Божји и тој го остави Свети Никон во мир. Еднаш сакајќи да го украси храмот со икони Никон Му се молеше на Бога за помош. И заради неговите молитви ненадејно дојдоа во Киев од Цариград едни Грци иконописци на коишто во видение им се јавиле Светите Антониј и Теодосиј и ги упатиле кај Никон во Киев. Прочуен е по неговите смели подвизи и по духовната мудрост. Во староста наспроти неговата волја го избраа за печерски игумен. Се престави кај Господ во 1066 година. Неговите нетлени мошти се чуваат во киевските пештери.",http://mpc.org.mk/Kalendar/prolog.asp?id=1248,3
97,"Свети Артемон, епископ Селевкиски","Роден и воспитан во Селевкија. Кога Св. апостол Павле дојде во тој град го виде Артемон, уште повеќе го утврди во верата во Христа и го постави за епископ на Селевкија. Артемон управуваше со словесното стадо Христово со љубов и со ревност, беше лекар на човечките души и тела и во вечноста се пресели во длабока старост.",http://mpc.org.mk/Kalendar/prolog.asp?id=1249,0
97,Преподобен Јаков Исповедник,"Беше монах на Студитскиот манастир. Пострада за иконите од царот Лав Ерменин. Кога великиот Теодор Студит беше во ропство, Јаков го фрлија во големи маки за да се одрече од иконопочитувањето. Но тој остана истраен и верен на Православието докрај. Избиен и измачен го вратија назад во манастирот, а тогаш злобниот цар најде зол крај на својот живот. Преподобен Јаков умре во манастирот од тешките повреди стекнати при страдањето.",http://mpc.org.mk/Kalendar/prolog.asp?id=1250,1
97,"Светиот свештеномаченик Партениј, патријарх Цариградски","Родум од островот Митилена. Подолго време беше хиоски епископ. Потоа го избраа за патријарх. Но заради извесни лажни достави дека работи против државата, Турците прво му нудеа да се потурчи, а кога тој одлучно ги одби, го обесија во 1657 година.",http://mpc.org.mk/Kalendar/prolog.asp?id=1251,0
97,Спомен на чудото во Печерскиот манастир,"Двајца другари, Јован и Сергеј, се побратимија пред иконата на Пресвета Богородица во овој манастир. Јован беше богат човек и имаше петгодишен син Захарија. Јован се разболе и пред смртта својот син го предаде на старателство кај Сергеј, на кого што му остави на чување прилично количество злато и сребро, со тоа што да му биде врачено на Захарија кога ќе порасне. Но кога порасна Захарија, Сергеј одрече дека примил било што од умрениот Јован. Тогаш Захарија му побара да се заколне пред истата онаа икона на Пресвета Богородица пред којашто влезе во братство со неговиот покоен татко Јован, а вети дека потоа тој не би барал од него ништо. Сергеј се согласи. Но кога се заколна, сакаше да пријде да ја целива иконата, само што некоја сила го држеше на растојание и не му допушташе. Тогаш почна бесомачно да вика: „Свети отци, Антониј и Теодосиј, не пуштајте да ме погуби овој немилосрден ангел!“ По Божјо допуштение беше нападнат од демонот. По ова Сергеј му ги покажа на Јовановиот син сите пари што ги наследи од таткото. Кога отворија пак, ја најдоа онаа сума удвоена, како што по Божја Промисла се имаше удвоено сама од себе. Штом ги прими парите Захарија му ги даде на манастирот, а самиот таму се потстрижа за монах, проживеа долго и се удостои со големи духовни дарови. Мирно се упокои во Господ.",http://mpc.org.mk/Kalendar/prolog.asp?id=1252,0
97,Преподобен Захарија,"Син на Карион Мисирецот, којшто ги остави жената и децата и се замонаши. Захарија го зеде кај себе неговиот татко, бидејќи мајка му не можеше да го прехрани. Иако многу помлад од многумина старци во Скитот, се здоби со многу поголеми благодатни дарови од многумина меѓу оние старци. Од благодатта Божја чувствуваше како му гори целата внатрешност. На прашањето на Св. Макариј кој е вистински монах, Захарија одговори: „Оној којшто непрестајно се принудува себеси на заповедите Божји“. А на прашањето на авва Мојсеј што значи да се биде монах, Захарија ја симна камилавката, ја изгази со нозете, па рече: „Ако човекот не се смири не може да биде монах!“ Беше големо светило меѓу монасите во пустината и млад се упокои во Господ.",http://mpc.org.mk/Kalendar/prolog.asp?id=1253,1
98,Благовештение,"Кога Пресветата Дева наврши единаесет години пребивање и служење во ерусалимскиот храм и четиринаест од раѓањето — значи кога стапи во петнаесеттата година од животот — свештениците ѝ соопштија дека според Законот повеќе не може да остане при храмот, туку треба да пристапи кон веридба и брак. Одговорот на Пресветата Дева беше големо изненадување за тамошните свештеници. Изјави дека Таа себеси Му се посветила на Бога и не сака да стапува во брак со никого. По Божја Промисла и вдахновение тогаш првосвештеникот Захарија, татко на Св. Јован Крстител, се договори со другите свештеници, па собраа дванаесет безжени луѓе од Давидовото племе за да пронајдат еден на кого што би му ја довериле Дева Марија како на оној кој ќе ја чува Нејзината девственост и ќе се грижи за Неа. Му ја доверија на стариот Јосиф од Назарет, којшто ѝ беше роднина. Во домот Јосифов Пресветата Дева продолжи да живее исто како во Соломоновиот храм, минувајќи го времето во читање на Светото Писмо, во богомислие и ракоделие. Од дома не излегуваше речиси никогаш ниту се интересираше за светските работи и настани. Малку зборуваше со кого било и никогаш без особена потреба. Најчесто општеше со ќерките на Јосиф. Но кога се исполни времето означено со пророштвото на Даниил и кога Бог благоволи да го исполни ветувањето што му го даде на прогонетиот Адам и на Пророците, на Пресветата Дева ѝ се јави во одајата великиот архангел Гавриил, а некои свештеници пишуваа дека во оној миг Таа го имала пред себе отворено пророштвото на Исаија кој вели: „Ете, девојка ќе зачне и ќе роди син!“ Гавриил ѝ се јави во архангелска светлина и ѝ рече: „Радувај се, благодатна! Господ е со Тебе!“ И сѐ друго, како што пишува во Евангелието на Божествениот Лука. Со оваа архангелска благовест и со слегувањето на Светиот Дух врз Пречистата Дева, започна спасението на луѓето и обновата на созданието. А историјата на Новиот Завет значи радост за човештвото и за сета твар.",http://mpc.org.mk/Kalendar/prolog.asp?id=1254,3
98,"Светите маченички Пелагија, Теодосија и Дула","Овие три свети жени пострадаа за Господ. Пелагија и Теодосија прво трпеа во затвор и под маки, а потоа ги убија. Св. Дула, која беше слугинка, пострада и умре во Никомидија.",http://mpc.org.mk/Kalendar/prolog.asp?id=1255,0
99,Светиот Архангел Гавриил,"Тој е благовесникот на воплотувањето на Синот Божји. Еден од големите седум ангели што претстојат пред престолот Божји. Му го јави на Захарија раѓањето на Св. Јован Предвесник и самиот за себе рече: „Јас сум Гавриил кој стојам пред Бога“ (Лука 1, 19). Неговото име, Гавриил, значи маж — Бог. Зборувајќи за Благовештение Светите отци толкуваат дека е испратен архангел со такво име што ќе означи кој и каков ќе биде Оној што ќе се роди од Пречистата Дева. Ќе биде значи Маж — Бог, крепок, силен Бог. Некои дознаа дека истиот тој Гавриил им го јави на Јоаким и Ана раѓањето на Дева Марија и дека тој го поучуваше Мојсеј во пустината како да ја напише книгата Битие. Светите отци мислат дека Гавриил му принадлежи на првиот и највисок чин на небесните сили, на серафимскиот, зашто серафимите стојат најблиску до Бога. Тој е значи еден од седумте серафими најблиски до Бога. Имињата на тие седуммина се: Михаил, Гавриил, Рафаил, Уриил, Селатиил, Јегудил, Варахиил. На овој број некои им го додаваат и Еремиил. Секој од нив има посебна служба, а сите тие се рамночесни. Зошто Бог не го испрати Михаил? Зашто неговата служба е да ги крши непријателите на Божјата вера. А службата на Гавриил е благовестење за човековото спасение.",http://mpc.org.mk/Kalendar/prolog.asp?id=1256,2
99,"Светиот свештеномаченик Иринеј, епископ Сремски","Се мисли дека по потекло бил Словенин и дека пред епископството бил женет и имал деца. Пострадал за Христа во времето на Максимијан. При тешките мачења неговите роднини стоеле околу него и плачејќи го молеле да се поштеди себеси и нив (т.е. да се одрече од Христа). Но овој прекрасен свештеномаченик повеќе ги сакаше раните за Христа отколку сите богатства на овој свет. Во истото време од Проб во Срем пострада и еден градинар по име Серен, а во Регија маченикот Афр. Бидејќи Иринеј никако не сакаше да се откаже од верата, кнезот Проб нареди и го фрлија од еден мост на реката Сава и овој пастир го заврши својот овоземен живот во таа река. Пострада чесно во 304 година.",http://mpc.org.mk/Kalendar/prolog.asp?id=1257,0
99,Преподобен Малх,"Малх беше земјоделец од околината на Антиохија и од младоста со сиот дух беше устремен кон Бога. Арапите го заробија и во ропството го натераа да земе за жена една Црнкиња. Но тој и нејзе ја приведе кон Христовата вера и поживеа со неа како брат со сестра. Се договорија и побегнаа од ропството. Арапите за малку ќе ги стигнеа. Бегалците се засолнија во една пештера во која сретнаа една лавица со малечки лавчиња, па се исплашија. Но нив лавицата не ги повреди, а закла еден Арапин кој сакаше да влезе во пештерата за да ги фати. Кога стигна во својот крај, Малх ја даде жена му во еден женски манастир, а самиот отиде во машки. Поживеа многу години во подвиг и се пресели меѓу небесните граѓани во 4 век.",http://mpc.org.mk/Kalendar/prolog.asp?id=1258,0
99,Преподобен Василиј Нови,"Прво живееше в шума, без покрив и огниште. Кога го фатија и го прашаа кој е, одговори: „Еден од живите на земјата“. Се посомневаа во него дека е шпион и многу го намачија. На крајот проживеа на слобода во Цариград многу години. Проѕираше во човечките тајни, ја претскажуваше иднината, вршеше големи чуда. Послушничка му беше старицата Теодора, која кога умре му се јави на Василиевиот послушник Григориј и му ги опиша дваесетте митарства низ коишто поминува секоја душа после смртта. Свети Василиј мирно се упокои и се пресели во прекрасните небесни живеалишта на 25 март 944 година. По смртта еден од жителите на Цариград го виде во голема слава на небесата.",http://mpc.org.mk/Kalendar/prolog.asp?id=1259,0
100,Светата маченичка Матрона,"Како сиромашна девојка беше слугинка во куќата на еден Евреин во Солун. Жената на Евреинот постојано ѝ се потсмеваше за нејзината вера во Христа и ја наговараше да се одрече од Него, а да оди во синагогата. Но кротката Матрона ништо не ѝ одговараше на својата госпоѓа, а тајно Му се молеше на Господ Христос. Еднаш Еврејката дозна дека кришум од неа Матрона отишла в црква, па сета во гнев ја запраша зошто не отишла во синагогата туку в црква. Матрона ѝ одговори: „Затоа што во христијанската црква живее Бог, а од еврејската синагога Он отстапи“. Бесна заради овој мажествен одговор Еврејката ја натепа и ја затвори во една темна одаја, а уште и ја врза. Но утредента ја најде одврзана со Божјата сила како клечи на молитва и Го фали Бога. По ова уште на двапати Еврејката ја затвараше и ја мореше со глад додека слугинката не ја испушти душата. Тогаш нечестивата жена го зеде телото на Светата девојка и од високо од нејзината куќа го фрли на земја. Христијаните го зедоа телото и чесно го погребаа, а кога епископот Александар ги дозна многубројните чуда на Светата маченичка, на нејзиниот гроб подигна црква. Злобната Еврејка наскоро ја постигна праведна казна: од истото место на куќата од коешто го фрли долу телото на Св. Матрона, таа се лизна, падна на калдрмата и намртво се разби.",http://mpc.org.mk/Kalendar/prolog.asp?id=1260,1
100,Преподобен Јован Проѕорлив,"До неговата дваесет и петта година беше дрводелец, а потоа гонет од неодоллива желба за постојана молитва се оддалечи во пустина и таму поживеа до својата смрт, т.е. до деведесеттата година. Телесен но како бестелесен. Проѕираше во срцето на секој човек што ќе му се приближеше и можеше да му го погоди и името и неговата желба и мисла. На царот Теодосиј му го прорекуваше исходот на битките; им прорекуваше на војводите, монасите и на секого којшто имаше потреба да дознае што се крие во темнината на идните денови за него. Еден кнез го молеше да ја прими неговата жена, која особено сакаше да го види. Светителот не сакаше да ѝ удоволи на празната љубопитност, туку во сон ѝ се јави на кнегињата таков каков што е. Кога жената му го опиша на мажот нејзиното видение, тој ѝ потврди дека ликот на Светителот е навистина таков. Своите посетители ги поучуваше за смирението како за основна добродетел, секогаш наведувајќи примери од животот како многубројни возвишени карактери гордоста ги урнала во прав, а ги навела на тешки гревови. Самиот издржа големи напади од демоните. Еднаш му се јави сатаната со множество демони во вид на сјајни ангели. Тие го гонеа да му се поклони на сатаната, мамејќи дека тоа е Христос. А светителот мудро им одговори: „На Царот мој Исус Христос јас Му се поклонувам секој ден; да беше ова Тој немаше од мене особено да бара токму сега да Му се поклонам“. По овие зборови целата зла сила исчезна како чад. Св. Јован Проѕорлив се упокои мирно коленичејќи на молитва, во неговата деведесетта година.",http://mpc.org.mk/Kalendar/prolog.asp?id=1261,0
100,Преподобен Пафнутиј,Ученик на Св. Антониј Велики. Со светоста на животот многумина ги обрати на патот на покајанието. Една од нив е и Св. Таиса (под 8 октомври). Повеќе личеше на бестелесен ангел одошто на телесен човек. Се упокои на крајот од 4 век.,http://mpc.org.mk/Kalendar/prolog.asp?id=1262,1
101,Преподобниот маченик Евстратиј Печерски,"Беше многу богат, но заради љубовта Христова го раздаде сиот имот, стапи во Печерскиот манастир и се замонаши. Кога Половците завојуваа на Киев во 1097 година, го ограбија манастирот, многумина христијани и монаси ги убија, а Евстратиј со уште неколкумина верни го продадоа во ропство на некој Евреин во градот Корсун. Овој Евреин ѝ се потсмеваше на христијанската вера и ги принудуваше христијаните да преминат во еврејската вера. А тие, кога видоа дека нема друг излез, решија самите себеси да се усмртат со глад, но од вистинската вера да не се одречат. На оваа одлука ги охрабри Свети Евстратиј. И сите умреа од глад, некои после три дена, други после четири, а некои по седум дена. Навикнат на пост Евстратиј остана во живот сам и издржа четиринаесет дена без храна. Евреинот разгневен што му пропаднаа парите со коишто ги купи овие робови, му се одмазди на Св. Евстратиј со тоа што го прикова на крст. Но на крстот Евстратиј Му заблагодари на Бога, а на Евреинот му прорече лута и рана смрт. Бесен од лутина Евреинот го прободе со копје. Така овој светител Му ја предаде својата душа на Бога. Телото му го фрлија во морето, но тоа исплива и над него се случија големи чуда. Набрзо по ова византискиот цар нареди казна за Евреите во Корсун заради нивната злоба кон христијаните. Мачителот на Св. Евстратиј тогаш го обесија на дрво.",http://mpc.org.mk/Kalendar/prolog.asp?id=1263,0
101,Преподобен Иларион Нови,Игумен на манстирот Пеликит близу Хелеспонт. Со Духот Божји блесна како сонце. Исцелуваше болести кај луѓето и изгонуваше демони. Во времето на Лав Ерменин настана иконоборно гонење во кое пострада и овој Божји човек. Го испратија во ропство во прогонство близу Ефес заедно со неговите четириесетмина монаси и во 754 година се упокои во затворот.,http://mpc.org.mk/Kalendar/prolog.asp?id=1264,1
101,Преподобен Исихиј Ерусалимски,Презвитер и длабок богослов. Ученик на Св. Григориј Богослов. Особено е препорачливо неговото славно дело „За трезвеноумието и молитвата“. Современик и на Св. Ефтимиј Велики. Се упокои мирно околу 434 година.,http://mpc.org.mk/Kalendar/prolog.asp?id=1265,1
101,"Чудесниот настан со Таксиот, војник од Картагена","Целиот живот го помина во тешки гревови, но најпосле се покаја, ја остави војничката служба и живееше богоугодно. Еднаш отиде заедно со жена му на својот имот надвор од градот, изврши прељуба со жената на својот аргатин, па веднаш потоа го касна змија и умре. Беше мртов шест часа, потоа стана и дури четвртиот ден прозборе. Раскажа како ги поминал митарствата дури не дошол до митарството на блудот. Овде западнал во мрачното дувло на демоните, но бил изведен преку гаранцијата на еден ангел, па повторно бил вратен во телото за да се покае за својот последен грев. Се каеше четириесет дена одејќи од црква до црква и удирајќи си ја главата од вратите и праговите. Постојано плачеше раскажувајќи за страшните маки во кои грешниците пребиваат на оној свет и ги преколнуваше луѓето да не грешат и да се покајат за веќе сторените гревови. Четириесеттиот ден со радост замина во Царството на милостивиот Господ Бог.",http://mpc.org.mk/Kalendar/prolog.asp?id=1266,0
102,"Свети Марко Исповедник, епископ Аретусиски (во Сирија)","За неговото страдање известуваат Св. Григориј Богослов и блажениот Теодорит. Според тие извештаи Марко разурнал некој незнабожечки храм во времето на царот Константин и многумина ги превел во христијанската вера. Но кога на царскиот престол седна Јулијан Отстапник, со отпаѓањето на овој цар од верата во Христа и некои аретујски граѓани се одрекоа од Христа и се вратија во незнабоштвото. Сега тие се кренаа на Марко затоа што им го разорил нивниот храм, па побараа или да им изгради храм или да им плати некоја поголема сума пари. Бидејќи старецот Марко се откажа да им направи како што бараа, го биеја, го навредуваа и го влечеа по улиците. Потоа со тенок и јак конец му ги одрежаа ушите, а потоа го разголеа и го намачкаа со мед, па го оставија врзан за едно дрво на летната жега за да го касаат осите, комарците и стршените. Но Христовиот маченик претрпе сѐ без збор. Беше сосем стар, а лицето му светеше како на Господов ангел. Незнабожците ја спуштаа цената за својот храм сѐ пониско и на крајот му побараа на маченикот една сосем незначителна сума којашто тој лесно можеше да им ја плати, но Св. Марко одби да даде и најситна паричка за таа цел. Неговата трпеливост направи огромен впечаток врз граѓаните и за ова почнаа да му се восхитуваат и да сочувствуваат со него и заради ова ја спуштија цената на својот храм речиси на нула, само за да остане жив. Најпосле го пуштија на слобода и еден по еден повторно сите примија од него поука и се вратија во Христовата вера. За слично дело во тоа време пострада и ѓаконот Кирил од градот Илиопол под гората Ливан. Тој беше разбил некои идоли за време на слободата на христијанството, а под Јулијан за ова беше луто мачен. Незнабожците беа толку озлобени на него, што кога го убија со заби му ја распараа утробата. Истиот ден пострадаа со него и многумина други. Злобните незнабожци ги исекоа нивните тела на парчиња, ги помешаа со јачмен и им ги дадоа на свињите. Но набрзо ги постигна казна: забите им испопаѓаа, а на усните им изби неподнослива смрдеа.",http://mpc.org.mk/Kalendar/prolog.asp?id=1267,1
